machine, rep, sz, n_threads, Basic_DAXPY, Basic_DAXPY_ATOMIC, Basic_IF_QUAD, Basic_INDEXLIST, Basic_INDEXLIST_3LOOP, Basic_INIT3, Basic_INIT_VIEW1D, Basic_INIT_VIEW1D_OFFSET, Basic_MAT_MAT_SHARED, Basic_MULADDSUB, Basic_NESTED_INIT, Basic_PI_ATOMIC, Basic_PI_REDUCE, Basic_REDUCE3_INT, Basic_REDUCE_STRUCT, Basic_TRAP_INT, Lcals_DIFF_PREDICT, Lcals_EOS, Lcals_FIRST_DIFF, Lcals_FIRST_MIN, Lcals_FIRST_SUM, Lcals_GEN_LIN_RECUR, Lcals_HYDRO_1D, Lcals_HYDRO_2D, Lcals_INT_PREDICT, Lcals_PLANCKIAN, Lcals_TRIDIAG_ELIM, Polybench_2MM, Polybench_3MM, Polybench_ADI, Polybench_ATAX, Polybench_FDTD_2D, Polybench_FLOYD_WARSHALL, Polybench_GEMM, Polybench_GEMVER, Polybench_GESUMMV, Polybench_HEAT_3D, Polybench_JACOBI_1D, Polybench_JACOBI_2D, Polybench_MVT, Stream_ADD, Stream_COPY, Stream_DOT, Stream_MUL, Stream_TRIAD, Apps_CONVECTION3DPA, Apps_DEL_DOT_VEC_2D, Apps_DIFFUSION3DPA, Apps_ENERGY, Apps_FIR, Apps_HALOEXCHANGE, Apps_HALOEXCHANGE_FUSED, Apps_LTIMES, Apps_LTIMES_NOVIEW, Apps_MASS3DPA, Apps_NODAL_ACCUMULATION_3D, Apps_PRESSURE, Apps_VOL3D, Algorithm_SCAN, Algorithm_SORT, Algorithm_SORTPAIRS, Algorithm_REDUCE_SUM, Algorithm_MEMSET, Algorithm_MEMCPY
ec2-c6a, 0.5, 2.0, 192, 0.011772, 0.017421, 0.013748, 0.006248, 0.010109, 0.030879, 0.059536, 0.055304, 0.033399, 0.023767, 0.023938, 27.129363, 0.003223, 0.008032, 0.008900, 0.004540, 0.026004, 0.025580, 0.044617, 0.016021, 0.043276, 0.206836, 0.030920, 0.025642, 0.041143, 0.004855, 0.044050, 0.101408, 0.137332, 0.011424, 0.008015, 0.048418, 0.300594, 0.088133, 0.016336, 0.004156, 0.044344, 0.073007, 0.112445, 0.005413, 0.031328, 0.039079, 0.062381, 0.037745, 0.031349, 0.004091, 0.010287, 0.008340, 0.028601, 0.009917, 0.133474, 0.455665, 0.009199, 0.008998, 0.003589, 0.013925, 0.039871, 0.013452, 0.004017, , , 0.002243, 0.002561, 0.003307
ec2-c6a, 0.5, 2.0, 96, 0.014444, 0.022781, 0.013630, 0.008529, 0.011714, 0.027105, 0.058555, 0.046872, 0.029733, 0.021585, 0.020375, 8.813647, 0.003116, 0.003688, 0.004615, 0.005609, 0.030467, 0.026944, 0.050587, 0.006904, 0.052457, 0.198939, 0.036268, 0.026654, 0.039660, 0.004795, 0.040851, 0.179580, 0.236682, 0.017586, 0.008041, 0.044033, 0.245978, 0.152386, 0.015752, 0.004760, 0.094446, 0.068882, 0.100988, 0.007607, 0.034368, 0.043291, 0.052473, 0.047243, 0.035039, 0.005107, 0.015129, 0.011658, 0.030963, 0.012548, 0.074680, 0.091882, 0.011353, 0.011335, 0.004715, 0.023528, 0.039581, 0.021586, 0.004001, , , 0.001548, 0.002042, 0.003961
ec2-c6a, 0.5, 2.0, 48, 0.012691, 0.029788, 0.012962, 0.010542, 0.012508, 0.025889, 0.041833, 0.034915, 0.032621, 0.019761, 0.015572, 3.284826, 0.003023, 0.002123, 0.003263, 0.005314, 0.030729, 0.024332, 0.038032, 0.003810, 0.039987, 0.193426, 0.030835, 0.026421, 0.037085, 0.004883, 0.034699, 0.079983, 0.114886, 0.017112, 0.004720, 0.034819, 0.175589, 0.074465, 0.015107, 0.004279, 0.053273, 0.053697, 0.077562, 0.003744, 0.028800, 0.034126, 0.039869, 0.036717, 0.029858, 0.005294, 0.016395, 0.012129, 0.029321, 0.012195, 0.038994, 0.026611, 0.014872, 0.014967, 0.004560, 0.040283, 0.035845, 0.022489, 0.004149, , , 0.001423, 0.001531, 0.003519
ec2-c6a, 0.5, 2.0, 32, 0.017366, 0.041431, 0.017887, 0.015772, 0.018120, 0.030627, 0.052713, 0.042579, 0.045434, 0.024632, 0.018200, 2.885059, 0.003440, 0.001984, 0.003485, 0.007028, 0.035570, 0.031310, 0.046962, 0.003540, 0.046964, 0.232495, 0.037498, 0.031288, 0.045402, 0.006153, 0.042227, 0.116304, 0.165140, 0.018263, 0.005582, 0.037319, 0.199169, 0.108410, 0.011777, 0.005784, 0.061357, 0.066378, 0.097465, 0.004609, 0.033930, 0.042333, 0.048858, 0.058528, 0.035449, 0.006647, 0.023009, 0.016494, 0.037598, 0.017111, 0.025976, 0.020260, 0.021168, 0.021191, 0.005917, 0.058659, 0.044317, 0.031903, 0.006086, , , 0.001475, 0.001578, 0.004815
ec2-c6a, 0.5, 2.0, 16, 0.020498, 0.077886, 0.033054, 0.030691, 0.036738, 0.036048, 0.092350, 0.075675, 0.087187, 0.029157, 0.032174, 2.675590, 0.004905, 0.001928, 0.004265, 0.012797, 0.119066, 0.046265, 0.055541, 0.004458, 0.053691, 0.234647, 0.045919, 0.069460, 0.142748, 0.010297, 0.050271, 0.226898, 0.317796, 0.027628, 0.008566, 0.040987, 0.287217, 0.215230, 0.008520, 0.007970, 0.053592, 0.090393, 0.145660, 0.007333, 0.040362, 0.049431, 0.063428, 0.049348, 0.042008, 0.011685, 0.044130, 0.032430, 0.055642, 0.032228, 0.013504, 0.010276, 0.041384, 0.041454, 0.010333, 0.115164, 0.054886, 0.061622, 0.010049, , , 0.002202, 0.003636, 0.006082
ec2-c6a, 0.5, 2.0, 8, 0.019878, 0.148227, 0.063533, 0.057755, 0.064848, 0.119930, 0.172091, 0.133040, 0.168460, 0.087459, 0.056601, 2.840082, 0.008156, 0.002267, 0.004793, 0.023468, 0.364289, 0.067809, 0.076010, 0.007222, 0.065508, 0.552112, 0.050474, 0.184582, 0.426562, 0.019846, 0.079368, 0.435652, 0.608943, 0.051042, 0.014703, 0.051215, 0.435110, 0.411128, 0.009177, 0.008222, 0.084979, 0.135836, 0.242442, 0.013290, 0.043998, 0.067335, 0.106017, 0.054299, 0.044959, 0.023965, 0.084458, 0.080984, 0.222710, 0.060766, 0.010840, 0.009209, 0.080030, 0.079989, 0.018889, 0.222840, 0.152384, 0.118933, 0.014896, , , 0.003111, 0.004165, 0.006419
ec2-c6a, 0.5, 2.0, 4, 0.050791, 0.294397, 0.144139, 0.106151, 0.117930, 0.441630, 0.338384, 0.261284, 0.320156, 0.310234, 0.109567, 2.252060, 0.015392, 0.003456, 0.007995, 0.045920, 0.590130, 0.246755, 0.182656, 0.013611, 0.187569, 0.607441, 0.267852, 0.343206, 0.791193, 0.041769, 0.493189, 0.868117, 1.216961, 0.100384, 0.026904, 0.217382, 1.184136, 0.833036, 0.007483, 0.015198, 0.163443, 0.337432, 0.507938, 0.025759, 0.268538, 0.166944, 0.223848, 0.158560, 0.264476, 0.059536, 0.168839, 0.170761, 0.496182, 0.121611, 0.005972, 0.004677, 0.159549, 0.159780, 0.037270, 0.443042, 0.563610, 0.237387, 0.025367, , , 0.005757, 0.006502, 0.011807
ec2-c6i, 0.5, 2.0, 128, 0.008245, 0.055702, 0.008865, 0.006847, 0.010077, 0.015117, 0.051401, 0.050207, 0.035444, 0.011528, 0.020334, 2.970918, 0.002406, 0.003601, 0.003371, 0.004047, 0.038342, 0.015514, 0.032409, 0.006818, 0.031838, 0.237889, 0.018329, 0.022819, 0.059172, 0.003333, 0.018430, 0.206959, 0.251289, 0.008532, 0.009355, 0.023341, 0.180964, 0.109235, 0.005516, 0.002464, 0.031876, 0.057663, 0.083443, 0.007826, 0.016751, 0.028956, 0.037384, 0.028751, 0.016778, 0.004416, 0.013483, 0.010461, 0.028706, 0.012001, 0.105651, 0.124549, 0.012547, 0.012528, 0.003840, 0.197917, 0.020828, 0.019757, 0.002956, , , 0.001090, 0.001567, 0.001698
ec2-c6i, 0.5, 2.0, 64, 0.007778, 0.102041, 0.018554, 0.011015, 0.014766, 0.046880, 0.059999, 0.059631, 0.057224, 0.032916, 0.024073, 2.735194, 0.003001, 0.002272, 0.002189, 0.005577, 0.081061, 0.036701, 0.030205, 0.004538, 0.030592, 0.191111, 0.031119, 0.041591, 0.088060, 0.005156, 0.066403, 0.416798, 0.497864, 0.010219, 0.014385, 0.024772, 0.178108, 0.206526, 0.005400, 0.002642, 0.046525, 0.062599, 0.103003, 0.013307, 0.030153, 0.027533, 0.033005, 0.026908, 0.029377, 0.007447, 0.024306, 0.019347, 0.053347, 0.021020, 0.052231, 0.047847, 0.023987, 0.023977, 0.006541, 0.151808, 0.063762, 0.037244, 0.003679, , , 0.000953, 0.001202, 0.001459
ec2-c6i, 0.5, 2.0, 32, 0.006461, 0.091160, 0.016140, 0.016701, 0.018053, 0.047000, 0.053817, 0.053157, 0.053602, 0.033050, 0.020840, 2.401023, 0.002773, 0.001609, 0.001740, 0.005311, 0.083554, 0.036147, 0.025415, 0.004811, 0.025176, 0.188659, 0.031263, 0.042253, 0.091689, 0.005237, 0.065624, 0.112607, 0.158914, 0.015576, 0.004870, 0.020911, 0.153508, 0.105486, 0.004385, 0.002797, 0.029765, 0.050645, 0.084302, 0.004124, 0.028059, 0.022861, 0.043969, 0.020179, 0.026163, 0.007273, 0.024117, 0.018153, 0.052734, 0.015873, 0.034202, 0.026003, 0.027515, 0.027536, 0.005610, 0.136274, 0.063460, 0.036095, 0.004997, , , 0.001214, 0.000977, 0.001274
ec2-c6i, 0.5, 2.0, 16, 0.034882, 0.180660, 0.032006, 0.033032, 0.034549, 0.094422, 0.092557, 0.091979, 0.098852, 0.064608, 0.035545, 2.176836, 0.003948, 0.001278, 0.003521, 0.009192, 0.195619, 0.071025, 0.100653, 0.007510, 0.102597, 0.131606, 0.094239, 0.104044, 0.220548, 0.010738, 0.136350, 0.221672, 0.314129, 0.025975, 0.008529, 0.082000, 0.506041, 0.206711, 0.003234, 0.008633, 0.053931, 0.186824, 0.253104, 0.007876, 0.091988, 0.085091, 0.146494, 0.085667, 0.091886, 0.014564, 0.046900, 0.041940, 0.132009, 0.030652, 0.012535, 0.005271, 0.053926, 0.053931, 0.010834, 0.271907, 0.134047, 0.071746, 0.009553, , , 0.001863, 0.001176, 0.004828
ec2-c6i, 0.5, 2.0, 8, 0.061232, 0.360760, 0.060075, 0.066914, 0.072999, 0.163333, 0.180892, 0.180410, 0.196179, 0.114667, 0.069450, 2.214100, 0.007635, 0.002200, 0.005639, 0.018157, 0.236393, 0.108100, 0.249882, 0.014491, 0.249403, 0.226618, 0.187556, 0.146334, 0.313814, 0.020829, 0.215153, 0.445437, 0.628030, 0.051478, 0.017147, 0.132895, 1.135811, 0.414946, 0.004883, 0.013871, 0.086603, 0.389990, 0.477925, 0.015905, 0.189914, 0.225674, 0.246433, 0.225300, 0.191860, 0.029531, 0.093294, 0.081625, 0.217749, 0.061074, 0.009069, 0.005720, 0.107681, 0.107641, 0.021467, 0.543645, 0.245526, 0.143204, 0.019952, , , 0.003628, 0.006259, 0.012505
ec2-c6i, 0.5, 2.0, 4, 0.067562, 0.721008, 0.110187, 0.125743, 0.133582, 0.278029, 0.358909, 0.355166, 0.376122, 0.195082, 0.137904, 2.275250, 0.015076, 0.004168, 0.007545, 0.036021, 0.303658, 0.192426, 0.272152, 0.028699, 0.273246, 0.392223, 0.232122, 0.253239, 0.511815, 0.040362, 0.360251, 0.897064, 1.259906, 0.102576, 0.032807, 0.181106, 1.485503, 0.832255, 0.008540, 0.017452, 0.163949, 0.445768, 0.595316, 0.030597, 0.231907, 0.248609, 0.292688, 0.247816, 0.233343, 0.059011, 0.186127, 0.158840, 0.364047, 0.122077, 0.008967, 0.007601, 0.215321, 0.215212, 0.043046, 1.087115, 0.434432, 0.285584, 0.035404, , , 0.007184, 0.007128, 0.013638
mammoth, 0.5, 2.0, 256, 0.029525, 0.038237, 0.013319, 0.009911, 0.022440, 0.035471, 0.132536, 0.129162, 0.036772, 0.023507, 0.055122, 3.203464, 0.003436, 0.006447, 0.007120, 0.004968, 0.021017, 0.032505, 0.114728, 0.013596, 0.113294, 0.239352, 0.055657, 0.021455, 0.037265, 0.005099, 0.059078, 0.105617, 0.139695, 0.014782, 0.017013, 0.090648, 0.740758, 0.085972, 0.014809, 0.007894, 0.109145, 0.199889, 0.284006, 0.009614, 0.055573, 0.098190, 0.112896, 0.099466, 0.055825, 0.009965, 0.015472, 0.016387, 0.025674, 0.016828, 0.301490, 0.180808, 0.012679, 0.013350, 0.009304, 0.039845, 0.044781, 0.022696, 0.008532, , , 0.004187, 0.006495, 0.007125
mammoth, 0.5, 2.0, 128, 0.019098, 0.038058, 0.011839, 0.009214, 0.017599, 0.023376, 0.100332, 0.083781, 0.030937, 0.017776, 0.034757, 2.998919, 0.003182, 0.003817, 0.005058, 0.005152, 0.021727, 0.024748, 0.070410, 0.008954, 0.070597, 0.226938, 0.038166, 0.021440, 0.027200, 0.004874, 0.042656, 0.158578, 0.215822, 0.010211, 0.013676, 0.055938, 0.438660, 0.129670, 0.012665, 0.005738, 0.101417, 0.111433, 0.176412, 0.009266, 0.037942, 0.061438, 0.067604, 0.062819, 0.038705, 0.007857, 0.015561, 0.014734, 0.025821, 0.015376, 0.162672, 0.075824, 0.014301, 0.014747, 0.007628, 0.065993, 0.032916, 0.025235, 0.006525, , , 0.003092, 0.004879, 0.005147
mammoth, 0.5, 2.0, 64, 0.009558, 0.048878, 0.007870, 0.010374, 0.014215, 0.014224, 0.052021, 0.040360, 0.037914, 0.011152, 0.017717, 2.251655, 0.002115, 0.001902, 0.003480, 0.004086, 0.017697, 0.015412, 0.033592, 0.005139, 0.033691, 0.224962, 0.021672, 0.017121, 0.019093, 0.003771, 0.024426, 0.120893, 0.162356, 0.010685, 0.007160, 0.032363, 0.212658, 0.091502, 0.010732, 0.003426, 0.049810, 0.052009, 0.084561, 0.004522, 0.021426, 0.029909, 0.034751, 0.030489, 0.022536, 0.005079, 0.012342, 0.010005, 0.020323, 0.009928, 0.075627, 0.042369, 0.016192, 0.015875, 0.004929, 0.067683, 0.020368, 0.019534, 0.005191, , , 0.001853, 0.002862, 0.003112
mammoth, 0.5, 2.0, 32, 0.011640, 0.087722, 0.011584, 0.017067, 0.020827, 0.015592, 0.061075, 0.038004, 0.044019, 0.013154, 0.018795, 2.144596, 0.002755, 0.001362, 0.003397, 0.007082, 0.029768, 0.019527, 0.035737, 0.004604, 0.037538, 0.188499, 0.023180, 0.030951, 0.025297, 0.004699, 0.026101, 0.207162, 0.267088, 0.017405, 0.006520, 0.030717, 0.179689, 0.148893, 0.007356, 0.003500, 0.043390, 0.054236, 0.091659, 0.005535, 0.021522, 0.043031, 0.037260, 0.041710, 0.021647, 0.006589, 0.022582, 0.017519, 0.040920, 0.013042, 0.036765, 0.020576, 0.029719, 0.029073, 0.006297, 0.132437, 0.027680, 0.034620, 0.005430, , , 0.001562, 0.001695, 0.003599
mammoth, 0.5, 2.0, 16, 0.011859, 0.170051, 0.020777, 0.032475, 0.039135, 0.021561, 0.104907, 0.059042, 0.075402, 0.016435, 0.030278, 2.115919, 0.005100, 0.001427, 0.003675, 0.013579, 0.184091, 0.023332, 0.041126, 0.005879, 0.039474, 0.205800, 0.028884, 0.079613, 0.226162, 0.008078, 0.032659, 0.376446, 0.494900, 0.029875, 0.008508, 0.027691, 0.222217, 0.318957, 0.008913, 0.004834, 0.042519, 0.066895, 0.122979, 0.009065, 0.024678, 0.043487, 0.041373, 0.034442, 0.025011, 0.009066, 0.043045, 0.033392, 0.203008, 0.020296, 0.023308, 0.009475, 0.056913, 0.056622, 0.009293, 0.263291, 0.036196, 0.063134, 0.008748, , , 0.001875, 0.002720, 0.003975
mammoth, 0.5, 2.0, 8, 0.017333, 0.336422, 0.070180, 0.063502, 0.076257, 0.208313, 0.198323, 0.105081, 0.137998, 0.146910, 0.053994, 2.071137, 0.010225, 0.003274, 0.004177, 0.027025, 0.362289, 0.065947, 0.064675, 0.009726, 0.061545, 0.627796, 0.051215, 0.219879, 0.504579, 0.020376, 0.123660, 0.711206, 1.011084, 0.057337, 0.014171, 0.050581, 0.382659, 0.632867, 0.012244, 0.007468, 0.069233, 0.117753, 0.218735, 0.016662, 0.055235, 0.055593, 0.066326, 0.055864, 0.054613, 0.020532, 0.087813, 0.091339, 0.541020, 0.038546, 0.015915, 0.012026, 0.113399, 0.112941, 0.016627, 0.525225, 0.227080, 0.126794, 0.015533, , , 0.002437, 0.003277, 0.005287
mammoth, 0.5, 2.0, 4, 0.059327, 0.681779, 0.212441, 0.129299, 0.156085, 0.641866, 0.393061, 0.205073, 0.272536, 0.448813, 0.103282, 2.048155, 0.019990, 0.002021, 0.008092, 0.053360, 0.691134, 0.435551, 0.243925, 0.018328, 0.244006, 1.355086, 0.560639, 0.413106, 0.925723, 0.059252, 0.864747, 1.211617, 1.710680, 0.115434, 0.029299, 0.375885, 1.930554, 1.096769, 0.015946, 0.018698, 0.143899, 0.383366, 0.552260, 0.037907, 0.554112, 0.298901, 0.304599, 0.292133, 0.559947, 0.056630, 0.176150, 0.183115, 1.048303, 0.078287, 0.014480, 0.014124, 0.228967, 0.228012, 0.033276, 1.063727, 0.881646, 0.255847, 0.033359, , , 0.003678, 0.004542, 0.014851
poodle, 0.5, 2.0, 224, 0.011384, 0.044670, 0.009155, 0.005512, 0.009318, 0.012580, 0.055938, 0.055797, 0.010847, 0.009229, 0.020119, 33.470178, 0.003371, 0.014199, 0.014857, 0.003808, 0.014180, 0.012561, 0.043788, 0.030630, 0.043902, 0.147439, 0.022656, 0.010988, 0.014967, 0.002028, 0.022316, 0.150820, 0.199183, 0.008847, 0.009708, 0.036018, 0.261406, 0.137826, 0.012375, 0.003080, 0.052593, 0.085363, 0.115800, 0.006867, 0.022165, 0.039568, 0.085874, 0.039911, 0.022209, 0.003165, 0.008083, 0.005917, 0.011889, 0.007433, 0.154574, 1.350844, 0.008131, 0.008136, 0.003915, 0.054573, 0.018218, 0.009798, 0.004032, , , 0.002830, 0.002452, 0.002692
poodle, 0.5, 2.0, 112, 0.006623, 0.071239, 0.010219, 0.006968, 0.005859, 0.014082, 0.030720, 0.030637, 0.012980, 0.010822, 0.012123, 12.300243, 0.001462, 0.003804, 0.004192, 0.002372, 0.020689, 0.010220, 0.024076, 0.009223, 0.024073, 0.125706, 0.014408, 0.016270, 0.040348, 0.002156, 0.014393, 0.303180, 0.398536, 0.007005, 0.011198, 0.022324, 0.157733, 0.292086, 0.012487, 0.001961, 0.043846, 0.046112, 0.095899, 0.010019, 0.012896, 0.022087, 0.030245, 0.022533, 0.012955, 0.003308, 0.011877, 0.009416, 0.028999, 0.008797, 0.067586, 0.330326, 0.013543, 0.013532, 0.003267, 0.104251, 0.018580, 0.016122, 0.003593, , , 0.000994, 0.001428, 0.001694
poodle, 0.5, 2.0, 56, 0.005181, 0.060686, 0.009099, 0.009316, 0.004315, 0.016352, 0.022423, 0.021784, 0.014553, 0.014479, 0.008770, 3.804840, 0.000995, 0.001756, 0.002145, 0.001926, 0.020948, 0.008367, 0.018823, 0.005851, 0.018840, 0.113597, 0.011342, 0.017101, 0.040594, 0.002348, 0.011025, 0.077725, 0.103115, 0.010869, 0.004240, 0.015454, 0.112720, 0.078152, 0.011141, 0.001629, 0.032757, 0.031226, 0.058574, 0.002637, 0.010010, 0.017252, 0.019619, 0.017074, 0.010130, 0.003753, 0.011298, 0.009262, 0.028119, 0.007996, 0.044689, 0.114176, 0.015033, 0.014972, 0.002888, 0.090771, 0.019189, 0.015865, 0.002796, , , 0.000703, 0.001046, 0.001395
poodle, 0.5, 2.0, 32, 0.005169, 0.102454, 0.014146, 0.015543, 0.005320, 0.029828, 0.023653, 0.021901, 0.018423, 0.025784, 0.009126, 3.361454, 0.001258, 0.000817, 0.001188, 0.002832, 0.061479, 0.013452, 0.020195, 0.005706, 0.020733, 0.124330, 0.015630, 0.052421, 0.068311, 0.002572, 0.021723, 0.134560, 0.179930, 0.019289, 0.004095, 0.015754, 0.124546, 0.135537, 0.005554, 0.001422, 0.029354, 0.035014, 0.073433, 0.003109, 0.012690, 0.018394, 0.019406, 0.018107, 0.012920, 0.005761, 0.017994, 0.015831, 0.061873, 0.012134, 0.024196, 0.048305, 0.025500, 0.025510, 0.004052, 0.157554, 0.037979, 0.026506, 0.003434, , , 0.000478, 0.000908, 0.001196
poodle, 0.5, 2.0, 16, 0.012513, 0.203477, 0.027594, 0.031423, 0.009912, 0.063606, 0.029669, 0.029667, 0.031723, 0.044885, 0.014713, 2.753545, 0.002204, 0.000495, 0.001498, 0.005342, 0.305747, 0.037561, 0.053090, 0.008829, 0.054809, 0.122449, 0.050112, 0.139376, 0.227528, 0.006128, 0.074401, 0.282094, 0.371730, 0.026940, 0.006826, 0.035082, 0.299817, 0.292594, 0.004563, 0.003312, 0.036587, 0.074649, 0.114275, 0.006252, 0.048826, 0.048233, 0.051929, 0.047788, 0.048664, 0.011054, 0.035876, 0.037380, 0.202886, 0.022475, 0.011454, 0.008036, 0.049916, 0.049923, 0.007759, 0.314541, 0.083817, 0.052561, 0.006254, , , 0.000598, 0.001270, 0.002895
poodle, 0.5, 2.0, 8, 0.039873, 0.407684, 0.113807, 0.065933, 0.023058, 0.391491, 0.067386, 0.067358, 0.061132, 0.274638, 0.031876, 2.601532, 0.004287, 0.000586, 0.003793, 0.010528, 0.492415, 0.182449, 0.172515, 0.017005, 0.170937, 0.437997, 0.180745, 0.296338, 0.528233, 0.032581, 0.358870, 0.499932, 0.680532, 0.054717, 0.013195, 0.138120, 0.931115, 0.494989, 0.005758, 0.008905, 0.074460, 0.259909, 0.330903, 0.011906, 0.183313, 0.154714, 0.143448, 0.154982, 0.185398, 0.025626, 0.074972, 0.082653, 0.504368, 0.045581, 0.008510, 0.006777, 0.099656, 0.099693, 0.015104, 0.628844, 0.401185, 0.105517, 0.013519, , , 0.001089, 0.002722, 0.008725
poodle, 0.5, 2.0, 4, 0.079496, 0.814830, 0.163578, 0.132207, 0.047651, 0.579741, 0.179134, 0.178931, 0.119030, 0.406381, 0.079136, 2.666268, 0.008455, 0.001196, 0.008054, 0.020967, 0.676548, 0.292596, 0.354473, 0.033733, 0.369597, 0.671615, 0.388300, 0.415912, 0.675058, 0.048121, 0.573596, 0.985616, 1.357286, 0.109538, 0.026025, 0.293890, 2.067544, 0.941672, 0.009168, 0.016919, 0.156216, 0.609521, 0.726682, 0.023353, 0.395517, 0.312641, 0.267868, 0.313806, 0.396362, 0.049787, 0.141500, 0.159743, 0.682227, 0.089505, 0.009533, 0.009126, 0.199186, 0.199264, 0.031198, 1.257058, 0.608821, 0.209461, 0.028204, , , 0.003096, 0.007172, 0.017338
quartz, 0.5, 2.0, 72, 0.031251, 0.125271, 0.035794, 0.015229, 0.023826, 0.055726, 0.104924, 0.096104, 0.054929, 0.040911, 0.034923, 4.361800, 0.003590, 0.003234, 0.004090, 0.007745, 0.508972, 0.035967, 0.081734, 0.008459, 0.081786, 0.464545, 0.054819, 0.250464, 0.398170, 0.007205, 0.065255, 0.647505, 0.890413, 0.016135, 0.021847, 0.050526, 0.423349, 0.586453, 0.012252, 0.006943, 0.056101, 0.126902, 0.165362, 0.018334, 0.054255, 0.074543, 0.081023, 0.082336, 0.054874, 0.007045, 0.034266, 0.023849, 0.263612, 0.018048, 0.091312, 0.104295, 0.034634, 0.034575, 0.007019, 0.181486, 0.072720, 0.045117, 0.008769, , , 0.002471, 0.005400, 0.005893
quartz, 0.5, 2.0, 36, 0.028987, 0.240242, 0.064035, 0.023581, 0.034942, 0.086784, 0.110214, 0.106768, 0.079225, 0.063040, 0.046556, 4.334117, 0.005687, 0.001627, 0.004566, 0.013960, 0.499670, 0.046608, 0.104340, 0.007488, 0.118124, 0.457612, 0.069911, 0.247184, 0.375076, 0.011613, 0.085622, 1.292751, 1.769500, 0.026697, 0.036676, 0.062929, 0.582760, 1.183104, 0.013689, 0.006937, 0.089104, 0.171364, 0.259691, 0.034757, 0.070011, 0.091358, 0.077509, 0.101207, 0.070095, 0.011273, 0.063575, 0.042575, 0.275058, 0.031685, 0.059213, 0.047917, 0.067202, 0.067257, 0.011194, 0.360602, 0.105801, 0.090523, 0.010577, , , 0.002481, 0.005119, 0.007672
quartz, 0.5, 2.0, 32, 0.036709, 0.268840, 0.071361, 0.027025, 0.037745, 0.089273, 0.119474, 0.118378, 0.082873, 0.062772, 0.048894, 5.058933, 0.006044, 0.001538, 0.004085, 0.015413, 0.489458, 0.048605, 0.123847, 0.007062, 0.111730, 0.289279, 0.074365, 0.236814, 0.406280, 0.012527, 0.093878, 1.384203, 1.872849, 0.030033, 0.040651, 0.067313, 0.642633, 1.233055, 0.014210, 0.007131, 0.100879, 0.186376, 0.277000, 0.039359, 0.074000, 0.109911, 0.100008, 0.106874, 0.074345, 0.012189, 0.071097, 0.048302, 0.341668, 0.034782, 0.050820, 0.040772, 0.074564, 0.074531, 0.012243, 0.408114, 0.124390, 0.100018, 0.010882, , , 0.002412, 0.006171, 0.006877
quartz, 0.5, 2.0, 18, 0.034811, 0.212781, 0.065319, 0.034068, 0.046685, 0.115167, 0.111828, 0.116119, 0.086027, 0.083344, 0.048831, 2.418662, 0.005341, 0.001606, 0.004451, 0.013630, 0.520234, 0.051227, 0.101719, 0.009809, 0.101561, 0.452538, 0.068825, 0.242296, 0.394354, 0.016166, 0.085881, 0.637696, 0.958023, 0.040818, 0.024520, 0.059762, 0.578885, 0.731680, 0.011545, 0.008378, 0.084673, 0.160002, 0.251946, 0.021605, 0.069239, 0.089412, 0.083577, 0.091557, 0.068849, 0.013419, 0.066563, 0.058672, 0.281950, 0.037066, 0.036212, 0.022510, 0.099099, 0.099319, 0.011367, 0.326071, 0.116650, 0.091151, 0.012251, , , 0.002421, 0.005491, 0.006714
quartz, 0.5, 2.0, 16, 0.033866, 0.238833, 0.071454, 0.038875, 0.051063, 0.087415, 0.121288, 0.126538, 0.089985, 0.061294, 0.053787, 2.588852, 0.005917, 0.001611, 0.004285, 0.015302, 0.467552, 0.051756, 0.131445, 0.010617, 0.124701, 0.411196, 0.074769, 0.232888, 0.401252, 0.014937, 0.094367, 0.545288, 0.773464, 0.046698, 0.028253, 0.064257, 0.639965, 0.509106, 0.012352, 0.009628, 0.091974, 0.181900, 0.281706, 0.025980, 0.075053, 0.097784, 0.088231, 0.113294, 0.074755, 0.014447, 0.074723, 0.066751, 0.336772, 0.041038, 0.032653, 0.017505, 0.110194, 0.110446, 0.012405, 0.366260, 0.117962, 0.102415, 0.013367, , , 0.002485, 0.006257, 0.007910
quartz, 0.5, 2.0, 8, 0.053680, 0.474671, 0.172717, 0.072005, 0.089277, 0.548974, 0.212854, 0.227654, 0.162972, 0.384587, 0.098125, 3.202556, 0.011031, 0.001281, 0.004797, 0.029765, 0.598025, 0.242268, 0.209931, 0.018360, 0.210112, 0.430356, 0.200284, 0.336866, 0.626762, 0.046717, 0.486266, 1.107632, 1.548385, 0.076309, 0.042361, 0.156155, 1.348791, 0.992344, 0.011292, 0.010817, 0.146807, 0.341984, 0.543457, 0.039884, 0.209721, 0.186105, 0.154567, 0.194131, 0.211062, 0.038156, 0.156644, 0.141813, 0.730075, 0.079578, 0.014582, 0.007687, 0.218458, 0.218237, 0.022720, 0.734248, 0.560425, 0.207997, 0.023003, , , 0.002173, 0.006346, 0.010280
