machine, rep, sz, n_threads, Basic_DAXPY, Basic_DAXPY_ATOMIC, Basic_IF_QUAD, Basic_INDEXLIST, Basic_INDEXLIST_3LOOP, Basic_INIT3, Basic_INIT_VIEW1D, Basic_INIT_VIEW1D_OFFSET, Basic_MAT_MAT_SHARED, Basic_MULADDSUB, Basic_NESTED_INIT, Basic_PI_ATOMIC, Basic_PI_REDUCE, Basic_REDUCE3_INT, Basic_REDUCE_STRUCT, Basic_TRAP_INT, Lcals_DIFF_PREDICT, Lcals_EOS, Lcals_FIRST_DIFF, Lcals_FIRST_MIN, Lcals_FIRST_SUM, Lcals_GEN_LIN_RECUR, Lcals_HYDRO_1D, Lcals_HYDRO_2D, Lcals_INT_PREDICT, Lcals_PLANCKIAN, Lcals_TRIDIAG_ELIM, Polybench_2MM, Polybench_3MM, Polybench_ADI, Polybench_ATAX, Polybench_FDTD_2D, Polybench_FLOYD_WARSHALL, Polybench_GEMM, Polybench_GEMVER, Polybench_GESUMMV, Polybench_HEAT_3D, Polybench_JACOBI_1D, Polybench_JACOBI_2D, Polybench_MVT, Stream_ADD, Stream_COPY, Stream_DOT, Stream_MUL, Stream_TRIAD, Apps_CONVECTION3DPA, Apps_DEL_DOT_VEC_2D, Apps_DIFFUSION3DPA, Apps_ENERGY, Apps_FIR, Apps_HALOEXCHANGE, Apps_HALOEXCHANGE_FUSED, Apps_LTIMES, Apps_LTIMES_NOVIEW, Apps_MASS3DPA, Apps_NODAL_ACCUMULATION_3D, Apps_PRESSURE, Apps_VOL3D, Algorithm_SCAN, Algorithm_SORT, Algorithm_SORTPAIRS, Algorithm_REDUCE_SUM, Algorithm_MEMSET, Algorithm_MEMCPY
quartz, 0.5, 2.0, 4, 0.097600, 0.904860, 0.289905, 0.138366, 0.171746, 0.733800, 0.402677, 0.431210, 0.301538, 0.507466, 0.185913, 2.831884, 0.020932, 0.002264, 0.008796, 0.057327, 0.758423, 0.379381, 0.388616, 0.034977, 0.389581, 0.704414, 0.380736, 0.529346, 0.886409, 0.071466, 0.767421, 2.065800, 2.925616, 0.146408, 0.081540, 0.296658, 2.300646, 1.956556, 0.021471, 0.017750, 0.272165, 0.637312, 1.025568, 0.076602, 0.358019, 0.341114, 0.266476, 0.345145, 0.355455, 0.071191, 0.299492, 0.264614, 1.057555, 0.149611, 0.016042, 0.011666, 0.419501, 0.410960, 0.042466, 1.407937, 0.829491, 0.400633, 0.043945, , , 0.003924, 0.012300, 0.019002
ruby, 0.5, 2.0, 112, 0.014241, 0.076754, 0.014944, 0.010052, 0.015790, 0.036460, 0.066107, 0.066236, 0.036549, 0.025368, 0.029119, 5.528265, 0.002467, 0.006161, 0.006799, 0.003358, 0.184663, 0.024903, 0.054328, 0.013494, 0.054462, 0.357419, 0.031872, 0.077816, 0.185368, 0.012047, 0.046729, 0.455813, 0.645968, 0.011562, 0.021588, 0.039330, 0.316686, 0.431760, 0.010602, 0.006830, 0.040461, 0.091298, 0.130167, 0.013367, 0.031492, 0.045756, 0.062964, 0.047215, 0.031641, 0.004650, 0.019957, 0.013690, 0.109586, 0.014803, 0.162544, 0.329771, 0.016622, 0.018348, 0.004757, 0.100716, 0.046702, 0.024943, 0.005422, , , 0.002008, 0.002846, 0.003185
ruby, 0.5, 2.0, 56, 0.012618, 0.112069, 0.017290, 0.012621, 0.016676, 0.046372, 0.035330, 0.035051, 0.050487, 0.032493, 0.017750, 3.487145, 0.002009, 0.002207, 0.003079, 0.003643, 0.185094, 0.037667, 0.047664, 0.006074, 0.047688, 0.331644, 0.054917, 0.067179, 0.195655, 0.016594, 0.074323, 0.742266, 1.052564, 0.011976, 0.026556, 0.043416, 0.276182, 0.705707, 0.010150, 0.005753, 0.055986, 0.081258, 0.124076, 0.019636, 0.055401, 0.039560, 0.047762, 0.041023, 0.055673, 0.004756, 0.028181, 0.018803, 0.119172, 0.019783, 0.064247, 0.092613, 0.024342, 0.026370, 0.005401, 0.159986, 0.073925, 0.041135, 0.004872, , , 0.001155, 0.001629, 0.002832
ruby, 0.5, 2.0, 32, 0.022918, 0.185954, 0.027309, 0.021118, 0.026514, 0.062556, 0.038167, 0.038175, 0.055449, 0.044264, 0.020526, 2.849919, 0.002408, 0.001289, 0.002711, 0.005287, 0.193779, 0.049414, 0.090340, 0.005627, 0.090413, 0.220848, 0.073332, 0.092508, 0.256286, 0.026780, 0.097883, 1.279387, 1.809766, 0.017584, 0.040799, 0.057820, 0.446046, 1.215408, 0.012344, 0.007839, 0.051936, 0.147120, 0.193213, 0.032319, 0.073441, 0.078713, 0.086664, 0.081358, 0.073357, 0.007586, 0.045055, 0.032007, 0.191289, 0.031883, 0.041443, 0.045381, 0.039867, 0.043770, 0.007984, 0.277342, 0.102486, 0.059492, 0.006951, , , 0.001065, 0.001717, 0.004783
ruby, 0.5, 2.0, 28, 0.010297, 0.105954, 0.016617, 0.017850, 0.020948, 0.045452, 0.028235, 0.027750, 0.050808, 0.031821, 0.013624, 2.766274, 0.001690, 0.001159, 0.002062, 0.003432, 0.192282, 0.036543, 0.039655, 0.005738, 0.039592, 0.328759, 0.052528, 0.080427, 0.204921, 0.017265, 0.071803, 0.204680, 0.258652, 0.018198, 0.013934, 0.039066, 0.234016, 0.154379, 0.009551, 0.007465, 0.041262, 0.072658, 0.110734, 0.007320, 0.052284, 0.034806, 0.037354, 0.035059, 0.053005, 0.005469, 0.028361, 0.021235, 0.118660, 0.017400, 0.032176, 0.041365, 0.033863, 0.033499, 0.005380, 0.144340, 0.073298, 0.038243, 0.006273, , , 0.001048, 0.001302, 0.002483
ruby, 0.5, 2.0, 16, 0.030829, 0.182662, 0.040540, 0.032576, 0.039272, 0.134772, 0.037090, 0.034636, 0.072295, 0.095023, 0.019612, 2.425022, 0.002352, 0.000765, 0.003228, 0.005399, 0.203212, 0.062279, 0.123852, 0.007417, 0.123620, 0.273625, 0.091701, 0.123939, 0.229927, 0.030954, 0.122150, 0.333828, 0.422388, 0.029703, 0.012370, 0.070876, 0.576024, 0.267091, 0.007570, 0.007530, 0.059904, 0.196968, 0.247969, 0.010884, 0.090957, 0.112180, 0.124932, 0.111492, 0.091095, 0.011569, 0.051167, 0.040020, 0.241805, 0.028867, 0.019823, 0.020793, 0.058019, 0.057761, 0.008390, 0.251207, 0.155928, 0.067163, 0.010875, , , 0.001154, 0.001448, 0.006390
ruby, 0.5, 2.0, 8, 0.044015, 0.359782, 0.063907, 0.057443, 0.067713, 0.221444, 0.108827, 0.108828, 0.118340, 0.153364, 0.043840, 2.347086, 0.003774, 0.000856, 0.004516, 0.009398, 0.308227, 0.121167, 0.183466, 0.013869, 0.183985, 0.267487, 0.156808, 0.175245, 0.359536, 0.058442, 0.232426, 0.628229, 0.813237, 0.050942, 0.021301, 0.121094, 0.953251, 0.482090, 0.006148, 0.010877, 0.085211, 0.287723, 0.374799, 0.020667, 0.156062, 0.161993, 0.174403, 0.162402, 0.154833, 0.022426, 0.092244, 0.073409, 0.372445, 0.052627, 0.009969, 0.007672, 0.115337, 0.114932, 0.015098, 0.500520, 0.267116, 0.131115, 0.019164, , , 0.002105, 0.004318, 0.008995
ruby, 0.5, 2.0, 4, 0.084574, 0.708219, 0.114266, 0.111018, 0.130749, 0.367580, 0.205929, 0.205772, 0.225244, 0.246085, 0.082389, 2.484106, 0.007315, 0.002175, 0.008830, 0.018370, 0.407982, 0.226909, 0.359544, 0.027340, 0.362164, 0.499733, 0.297525, 0.304373, 0.624090, 0.115828, 0.434221, 1.236909, 1.788360, 0.101266, 0.039793, 0.232890, 1.895456, 0.986540, 0.010888, 0.020837, 0.166653, 0.555736, 0.744468, 0.040135, 0.294763, 0.318014, 0.330477, 0.314635, 0.293987, 0.042587, 0.183046, 0.142373, 0.667183, 0.104365, 0.012571, 0.010498, 0.230131, 0.229564, 0.030434, 1.000715, 0.500979, 0.260409, 0.037794, , , 0.003905, 0.008111, 0.017784
boraxo, 0.5, 2.0, any min, 0.012025, 0.140693, 0.021781, 0.013051, 0.009640, 0.060818, 0.051598, 0.044879, 0.062083, 0.042321, 0.018964, 3.739255, 0.002435, 0.001297, 0.002821, 0.004392, 0.250453, 0.038815, 0.045834, 0.007490, 0.046997, 0.294660, 0.048488, 0.135081, 0.244313, 0.006200, 0.075678, 0.512251, 0.670914, 0.014010, 0.022709, 0.039522, 0.271220, 0.319799, 0.008696, 0.005556, 0.039450, 0.081995, 0.126304, 0.016569, 0.047602, 0.040637, 0.048018, 0.040363, 0.047387, 0.005671, 0.032936, 0.020866, 0.157126, 0.019715, 0.018235, 0.009425, 0.029235, 0.032254, 0.005477, 0.198720, 0.081516, 0.044916, 0.005170, , , 0.001376, 0.002096, 0.002809
catalyst, 0.5, 2.0, any min, 0.022171, 0.182248, 0.086168, 0.017599, 0.025223, 0.307721, 0.098609, 0.098534, 0.091806, 0.220700, 0.044713, 3.148092, 0.011310, 0.001470, 0.003510, 0.021904, 0.461957, 0.094096, 0.084874, 0.007766, 0.085358, 0.398351, 0.068820, 0.217651, 0.479363, 0.039527, 0.158461, 2.166567, 3.076132, 0.030600, 0.053554, 0.067316, 0.503950, 2.005844, 0.016670, 0.007564, 0.079537, 0.137631, 0.237455, 0.046968, 0.066775, 0.074151, 0.072134, 0.075278, 0.067214, 0.013047, 0.062525, 0.046105, 0.492308, 0.040495, 0.016306, 0.010892, 0.045221, 0.045307, 0.011857, 0.273663, 0.266484, 0.086066, 0.007355, , , 0.001669, 0.003176, 0.004726
ec2-c5n, 0.5, 2.0, any min, 0.010165, 0.093817, 0.019440, 0.011827, 0.014966, 0.051578, 0.087178, 0.063000, 0.093779, 0.036735, 0.027520, 2.337751, 0.003023, 0.001894, 0.002627, 0.005247, 0.254342, 0.038601, 0.039205, 0.005687, 0.040008, 0.241341, 0.046789, 0.093295, 0.197576, 0.006359, 0.074683, 0.365431, 0.472717, 0.011321, 0.016513, 0.036192, 0.229679, 0.286915, 0.007387, 0.005581, 0.035743, 0.069105, 0.113367, 0.011605, 0.045847, 0.033814, 0.043880, 0.033536, 0.045529, 0.007669, 0.023910, 0.021439, 0.083276, 0.023251, 0.011263, 0.007693, 0.020547, 0.020337, 0.006924, 0.132083, 0.076054, 0.037339, 0.003993, , , 0.001297, 0.001816, 0.002180
ec2-c6a, 0.5, 2.0, any min, 0.011772, 0.017421, 0.012962, 0.006248, 0.010109, 0.025889, 0.041833, 0.034915, 0.029733, 0.019761, 0.015572, 2.252060, 0.003023, 0.001928, 0.003263, 0.004540, 0.026004, 0.024332, 0.038032, 0.003540, 0.039987, 0.193426, 0.030835, 0.025642, 0.037085, 0.004795, 0.034699, 0.079983, 0.114886, 0.011424, 0.004720, 0.034819, 0.175589, 0.074465, 0.007483, 0.004156, 0.044344, 0.053697, 0.077562, 0.003744, 0.028800, 0.034126, 0.039869, 0.036717, 0.029858, 0.004091, 0.010287, 0.008340, 0.028601, 0.009917, 0.005972, 0.004677, 0.009199, 0.008998, 0.003589, 0.013925, 0.035845, 0.013452, 0.004001, , , 0.001423, 0.001531, 0.003307
ec2-c6i, 0.5, 2.0, any min, 0.006461, 0.055702, 0.008865, 0.006847, 0.010077, 0.015117, 0.051401, 0.050207, 0.035444, 0.011528, 0.020334, 2.176836, 0.002406, 0.001278, 0.001740, 0.004047, 0.038342, 0.015514, 0.025415, 0.004538, 0.025176, 0.131606, 0.018329, 0.022819, 0.059172, 0.003333, 0.018430, 0.112607, 0.158914, 0.008532, 0.004870, 0.020911, 0.153508, 0.105486, 0.003234, 0.002464, 0.029765, 0.050645, 0.083443, 0.004124, 0.016751, 0.022861, 0.033005, 0.020179, 0.016778, 0.004416, 0.013483, 0.010461, 0.028706, 0.012001, 0.008967, 0.005271, 0.012547, 0.012528, 0.003840, 0.136274, 0.020828, 0.019757, 0.002956, , , 0.000953, 0.000977, 0.001274
mammoth, 0.5, 2.0, any min, 0.009558, 0.038058, 0.007870, 0.009214, 0.014215, 0.014224, 0.052021, 0.038004, 0.030937, 0.011152, 0.017717, 2.048155, 0.002115, 0.001362, 0.003397, 0.004086, 0.017697, 0.015412, 0.033592, 0.004604, 0.033691, 0.188499, 0.021672, 0.017121, 0.019093, 0.003771, 0.024426, 0.105617, 0.139695, 0.010211, 0.006520, 0.027691, 0.179689, 0.085972, 0.007356, 0.003426, 0.042519, 0.052009, 0.084561, 0.004522, 0.021426, 0.029909, 0.034751, 0.030489, 0.021647, 0.005079, 0.012342, 0.010005, 0.020323, 0.009928, 0.014480, 0.009475, 0.012679, 0.013350, 0.004929, 0.039845, 0.020368, 0.019534, 0.005191, , , 0.001562, 0.001695, 0.003112
poodle, 0.5, 2.0, any min, 0.005169, 0.044670, 0.009099, 0.005512, 0.004315, 0.012580, 0.022423, 0.021784, 0.010847, 0.009229, 0.008770, 2.601532, 0.000995, 0.000495, 0.001188, 0.001926, 0.014180, 0.008367, 0.018823, 0.005706, 0.018840, 0.113597, 0.011342, 0.010988, 0.014967, 0.002028, 0.011025, 0.077725, 0.103115, 0.007005, 0.004095, 0.015454, 0.112720, 0.078152, 0.004563, 0.001422, 0.029354, 0.031226, 0.058574, 0.002637, 0.010010, 0.017252, 0.019406, 0.017074, 0.010130, 0.003165, 0.008083, 0.005917, 0.011889, 0.007433, 0.008510, 0.006777, 0.008131, 0.008136, 0.002888, 0.054573, 0.018218, 0.009798, 0.002796, , , 0.000478, 0.000908, 0.001196
quartz, 0.5, 2.0, any min, 0.028987, 0.125271, 0.035794, 0.015229, 0.023826, 0.055726, 0.104924, 0.096104, 0.054929, 0.040911, 0.034923, 2.418662, 0.003590, 0.001281, 0.004085, 0.007745, 0.467552, 0.035967, 0.081734, 0.007062, 0.081786, 0.289279, 0.054819, 0.232888, 0.375076, 0.007205, 0.065255, 0.545288, 0.773464, 0.016135, 0.021847, 0.050526, 0.423349, 0.509106, 0.011292, 0.006937, 0.056101, 0.126902, 0.165362, 0.018334, 0.054255, 0.074543, 0.077509, 0.082336, 0.054874, 0.007045, 0.034266, 0.023849, 0.263612, 0.018048, 0.014582, 0.007687, 0.034634, 0.034575, 0.007019, 0.181486, 0.072720, 0.045117, 0.008769, , , 0.002173, 0.005119, 0.005893
ruby, 0.5, 2.0, any min, 0.010297, 0.076754, 0.014944, 0.010052, 0.015790, 0.036460, 0.028235, 0.027750, 0.036549, 0.025368, 0.013624, 2.347086, 0.001690, 0.000765, 0.002062, 0.003358, 0.184663, 0.024903, 0.039655, 0.005627, 0.039592, 0.220848, 0.031872, 0.067179, 0.185368, 0.012047, 0.046729, 0.204680, 0.258652, 0.011562, 0.012370, 0.039066, 0.234016, 0.154379, 0.006148, 0.005753, 0.040461, 0.072658, 0.110734, 0.007320, 0.031492, 0.034806, 0.037354, 0.035059, 0.031641, 0.004650, 0.019957, 0.013690, 0.109586, 0.014803, 0.009969, 0.007672, 0.016622, 0.018348, 0.004757, 0.100716, 0.046702, 0.024943, 0.004872, , , 0.001048, 0.001302, 0.002483
boraxo, 0.5, 2.0, any max, 0.116132, 1.124472, 0.145314, 0.170085, 0.075471, 0.450236, 0.270958, 0.270916, 0.345864, 0.305054, 0.107458, 10.754358, 0.011133, 0.003225, 0.012402, 0.027642, 0.465292, 0.279223, 0.513563, 0.044394, 0.522407, 0.637047, 0.387197, 0.399533, 0.671980, 0.041223, 0.537099, 2.222182, 2.946020, 0.158475, 0.073673, 0.306732, 2.982204, 1.951308, 0.016600, 0.029138, 0.249582, 0.797363, 1.145504, 0.066859, 0.387787, 0.468227, 0.447129, 0.454253, 0.384959, 0.057250, 0.288693, 0.192589, 0.735417, 0.159846, 0.084452, 0.205996, 0.369746, 0.371159, 0.041200, 1.565115, 0.597796, 0.411112, 0.056409, , , 0.005846, 0.010810, 0.026001
catalyst, 0.5, 2.0, any max, 0.149625, 0.995667, 0.325001, 0.150499, 0.190924, 0.772898, 0.456486, 0.450380, 0.482529, 0.536231, 0.194861, 6.077218, 0.061566, 0.003054, 0.012472, 0.123427, 0.816114, 0.447233, 0.597062, 0.034130, 0.596756, 0.861020, 0.662088, 0.590409, 0.988141, 0.307962, 0.944541, 12.586362, 18.149335, 0.178983, 0.261421, 0.520182, 3.747836, 11.833350, 0.058371, 0.030740, 0.389314, 1.018053, 1.495742, 0.256929, 0.669777, 0.536876, 0.457670, 0.541713, 0.670975, 0.083492, 0.397982, 0.255685, 1.080042, 0.247060, 0.064923, 0.068768, 0.345619, 0.344316, 0.066094, 1.473567, 1.005843, 0.478960, 0.045521, , , 0.004629, 0.011621, 0.029766
ec2-c5n, 0.5, 2.0, any max, 0.115351, 0.769229, 0.146988, 0.146336, 0.151841, 0.392405, 0.557829, 0.383893, 0.487286, 0.272767, 0.167022, 4.163289, 0.017387, 0.004737, 0.012641, 0.037154, 0.444396, 0.280634, 0.457319, 0.029749, 0.461953, 0.559899, 0.378602, 0.303868, 0.666341, 0.053158, 0.528760, 1.479818, 1.971733, 0.115621, 0.049590, 0.299802, 2.757207, 1.304095, 0.012802, 0.029587, 0.249203, 0.745922, 1.071916, 0.046705, 0.377919, 0.412667, 0.456490, 0.406844, 0.376682, 0.080990, 0.218357, 0.203031, 0.467570, 0.178758, 0.073622, 0.159555, 0.261498, 0.260301, 0.056980, 1.060098, 0.575282, 0.324426, 0.042902, , , 0.007531, 0.008550, 0.023124
ec2-c6a, 0.5, 2.0, any max, 0.050791, 0.294397, 0.144139, 0.106151, 0.117930, 0.441630, 0.338384, 0.261284, 0.320156, 0.310234, 0.109567, 27.129363, 0.015392, 0.008032, 0.008900, 0.045920, 0.590130, 0.246755, 0.182656, 0.016021, 0.187569, 0.607441, 0.267852, 0.343206, 0.791193, 0.041769, 0.493189, 0.868117, 1.216961, 0.100384, 0.026904, 0.217382, 1.184136, 0.833036, 0.016336, 0.015198, 0.163443, 0.337432, 0.507938, 0.025759, 0.268538, 0.166944, 0.223848, 0.158560, 0.264476, 0.059536, 0.168839, 0.170761, 0.496182, 0.121611, 0.133474, 0.455665, 0.159549, 0.159780, 0.037270, 0.443042, 0.563610, 0.237387, 0.025367, , , 0.005757, 0.006502, 0.011807
ec2-c6i, 0.5, 2.0, any max, 0.067562, 0.721008, 0.110187, 0.125743, 0.133582, 0.278029, 0.358909, 0.355166, 0.376122, 0.195082, 0.137904, 2.970918, 0.015076, 0.004168, 0.007545, 0.036021, 0.303658, 0.192426, 0.272152, 0.028699, 0.273246, 0.392223, 0.232122, 0.253239, 0.511815, 0.040362, 0.360251, 0.897064, 1.259906, 0.102576, 0.032807, 0.181106, 1.485503, 0.832255, 0.008540, 0.017452, 0.163949, 0.445768, 0.595316, 0.030597, 0.231907, 0.248609, 0.292688, 0.247816, 0.233343, 0.059011, 0.186127, 0.158840, 0.364047, 0.122077, 0.105651, 0.124549, 0.215321, 0.215212, 0.043046, 1.087115, 0.434432, 0.285584, 0.035404, , , 0.007184, 0.007128, 0.013638
mammoth, 0.5, 2.0, any max, 0.059327, 0.681779, 0.212441, 0.129299, 0.156085, 0.641866, 0.393061, 0.205073, 0.272536, 0.448813, 0.103282, 3.203464, 0.019990, 0.006447, 0.008092, 0.053360, 0.691134, 0.435551, 0.243925, 0.018328, 0.244006, 1.355086, 0.560639, 0.413106, 0.925723, 0.059252, 0.864747, 1.211617, 1.710680, 0.115434, 0.029299, 0.375885, 1.930554, 1.096769, 0.015946, 0.018698, 0.143899, 0.383366, 0.552260, 0.037907, 0.554112, 0.298901, 0.304599, 0.292133, 0.559947, 0.056630, 0.176150, 0.183115, 1.048303, 0.078287, 0.301490, 0.180808, 0.228967, 0.228012, 0.033276, 1.063727, 0.881646, 0.255847, 0.033359, , , 0.004187, 0.006495, 0.014851
poodle, 0.5, 2.0, any max, 0.079496, 0.814830, 0.163578, 0.132207, 0.047651, 0.579741, 0.179134, 0.178931, 0.119030, 0.406381, 0.079136, 33.470178, 0.008455, 0.014199, 0.014857, 0.020967, 0.676548, 0.292596, 0.354473, 0.033733, 0.369597, 0.671615, 0.388300, 0.415912, 0.675058, 0.048121, 0.573596, 0.985616, 1.357286, 0.109538, 0.026025, 0.293890, 2.067544, 0.941672, 0.012487, 0.016919, 0.156216, 0.609521, 0.726682, 0.023353, 0.395517, 0.312641, 0.267868, 0.313806, 0.396362, 0.049787, 0.141500, 0.159743, 0.682227, 0.089505, 0.154574, 1.350844, 0.199186, 0.199264, 0.031198, 1.257058, 0.608821, 0.209461, 0.028204, , , 0.003096, 0.007172, 0.017338
quartz, 0.5, 2.0, any max, 0.097600, 0.904860, 0.289905, 0.138366, 0.171746, 0.733800, 0.402677, 0.431210, 0.301538, 0.507466, 0.185913, 5.058933, 0.020932, 0.003234, 0.008796, 0.057327, 0.758423, 0.379381, 0.388616, 0.034977, 0.389581, 0.704414, 0.380736, 0.529346, 0.886409, 0.071466, 0.767421, 2.065800, 2.925616, 0.146408, 0.081540, 0.296658, 2.300646, 1.956556, 0.021471, 0.017750, 0.272165, 0.637312, 1.025568, 0.076602, 0.358019, 0.341114, 0.266476, 0.345145, 0.355455, 0.071191, 0.299492, 0.264614, 1.057555, 0.149611, 0.091312, 0.104295, 0.419501, 0.410960, 0.042466, 1.407937, 0.829491, 0.400633, 0.043945, , , 0.003924, 0.012300, 0.019002
ruby, 0.5, 2.0, any max, 0.084574, 0.708219, 0.114266, 0.111018, 0.130749, 0.367580, 0.205929, 0.205772, 0.225244, 0.246085, 0.082389, 5.528265, 0.007315, 0.006161, 0.008830, 0.018370, 0.407982, 0.226909, 0.359544, 0.027340, 0.362164, 0.499733, 0.297525, 0.304373, 0.624090, 0.115828, 0.434221, 1.279387, 1.809766, 0.101266, 0.040799, 0.232890, 1.895456, 1.215408, 0.012344, 0.020837, 0.166653, 0.555736, 0.744468, 0.040135, 0.294763, 0.318014, 0.330477, 0.314635, 0.293987, 0.042587, 0.183046, 0.142373, 0.667183, 0.104365, 0.162544, 0.329771, 0.230131, 0.229564, 0.030434, 1.000715, 0.500979, 0.260409, 0.037794, , , 0.003905, 0.008111, 0.017784
boraxo, 0.5, 2.0, 72 (full), 0.012025, 0.140693, 0.021781, 0.013051, 0.009640, 0.060818, 0.051598, 0.044879, 0.062083, 0.042321, 0.018964, 10.754358, 0.002435, 0.003225, 0.003660, 0.004392, 0.273293, 0.038815, 0.045834, 0.008286, 0.046997, 0.370829, 0.048488, 0.135081, 0.255779, 0.006200, 0.075678, 0.922148, 1.311079, 0.014010, 0.027259, 0.039522, 0.271220, 0.874343, 0.010389, 0.005556, 0.039450, 0.081995, 0.126304, 0.021405, 0.047602, 0.040637, 0.048018, 0.040363, 0.047387, 0.005671, 0.032936, 0.020866, 0.157126, 0.019715, 0.084452, 0.205996, 0.029235, 0.032254, 0.005477, 0.198720, 0.081516, 0.044916, 0.005170, 0.000000, 0.000000, 0.001477, 0.002096, 0.002809
catalyst, 0.5, 2.0, 48 (full), 0.022171, 0.182248, 0.086168, 0.017599, 0.025223, 0.307721, 0.098609, 0.098534, 0.091806, 0.220700, 0.044713, 6.077218, 0.011310, 0.001966, 0.003510, 0.021904, 0.533857, 0.094096, 0.084874, 0.007766, 0.085358, 0.703685, 0.068820, 0.217651, 0.479363, 0.039527, 0.158461, 2.166567, 3.076132, 0.030600, 0.053554, 0.067316, 0.503950, 2.005844, 0.016670, 0.007564, 0.079537, 0.137631, 0.237455, 0.046968, 0.066775, 0.074151, 0.072134, 0.075278, 0.067214, 0.013047, 0.062525, 0.046105, 0.492308, 0.040495, 0.064923, 0.068768, 0.045221, 0.045307, 0.011857, 0.273663, 0.266484, 0.086066, 0.007355, 0.000000, 0.000000, 0.001669, 0.003176, 0.004726
ec2-c5n, 0.5, 2.0, 72 (full), 0.010165, 0.093817, 0.019440, 0.011827, 0.014966, 0.051578, 0.087178, 0.063000, 0.093779, 0.036735, 0.027520, 4.163289, 0.003023, 0.003214, 0.003438, 0.005247, 0.277921, 0.038601, 0.039205, 0.007093, 0.040008, 0.265083, 0.046789, 0.137834, 0.197576, 0.006359, 0.074683, 0.620019, 0.879969, 0.011321, 0.020484, 0.036192, 0.229679, 0.585701, 0.008029, 0.005581, 0.035743, 0.069105, 0.113367, 0.014649, 0.045847, 0.033814, 0.043880, 0.033536, 0.045529, 0.007669, 0.023910, 0.021439, 0.083276, 0.023251, 0.073622, 0.159555, 0.020547, 0.020337, 0.006924, 0.132083, 0.076054, 0.037339, 0.003993, 0.000000, 0.000000, 0.001297, 0.001830, 0.002180
ec2-c6a, 0.5, 2.0, 192 (full), 0.011772, 0.017421, 0.013748, 0.006248, 0.010109, 0.030879, 0.059536, 0.055304, 0.033399, 0.023767, 0.023938, 27.129363, 0.003223, 0.008032, 0.008900, 0.004540, 0.026004, 0.025580, 0.044617, 0.016021, 0.043276, 0.206836, 0.030920, 0.025642, 0.041143, 0.004855, 0.044050, 0.101408, 0.137332, 0.011424, 0.008015, 0.048418, 0.300594, 0.088133, 0.016336, 0.004156, 0.044344, 0.073007, 0.112445, 0.005413, 0.031328, 0.039079, 0.062381, 0.037745, 0.031349, 0.004091, 0.010287, 0.008340, 0.028601, 0.009917, 0.133474, 0.455665, 0.009199, 0.008998, 0.003589, 0.013925, 0.039871, 0.013452, 0.004017, 0.000000, 0.000000, 0.002243, 0.002561, 0.003307
ec2-c6i, 0.5, 2.0, 128 (full), 0.008245, 0.055702, 0.008865, 0.006847, 0.010077, 0.015117, 0.051401, 0.050207, 0.035444, 0.011528, 0.020334, 2.970918, 0.002406, 0.003601, 0.003371, 0.004047, 0.038342, 0.015514, 0.032409, 0.006818, 0.031838, 0.237889, 0.018329, 0.022819, 0.059172, 0.003333, 0.018430, 0.206959, 0.251289, 0.008532, 0.009355, 0.023341, 0.180964, 0.109235, 0.005516, 0.002464, 0.031876, 0.057663, 0.083443, 0.007826, 0.016751, 0.028956, 0.037384, 0.028751, 0.016778, 0.004416, 0.013483, 0.010461, 0.028706, 0.012001, 0.105651, 0.124549, 0.012547, 0.012528, 0.003840, 0.197917, 0.020828, 0.019757, 0.002956, 0.000000, 0.000000, 0.001090, 0.001567, 0.001698
mammoth, 0.5, 2.0, 256 (full), 0.029525, 0.038237, 0.013319, 0.009911, 0.022440, 0.035471, 0.132536, 0.129162, 0.036772, 0.023507, 0.055122, 3.203464, 0.003436, 0.006447, 0.007120, 0.004968, 0.021017, 0.032505, 0.114728, 0.013596, 0.113294, 0.239352, 0.055657, 0.021455, 0.037265, 0.005099, 0.059078, 0.105617, 0.139695, 0.014782, 0.017013, 0.090648, 0.740758, 0.085972, 0.014809, 0.007894, 0.109145, 0.199889, 0.284006, 0.009614, 0.055573, 0.098190, 0.112896, 0.099466, 0.055825, 0.009965, 0.015472, 0.016387, 0.025674, 0.016828, 0.301490, 0.180808, 0.012679, 0.013350, 0.009304, 0.039845, 0.044781, 0.022696, 0.008532, 0.000000, 0.000000, 0.004187, 0.006495, 0.007125
poodle, 0.5, 2.0, 224 (full), 0.011384, 0.044670, 0.009155, 0.005512, 0.009318, 0.012580, 0.055938, 0.055797, 0.010847, 0.009229, 0.020119, 33.470178, 0.003371, 0.014199, 0.014857, 0.003808, 0.014180, 0.012561, 0.043788, 0.030630, 0.043902, 0.147439, 0.022656, 0.010988, 0.014967, 0.002028, 0.022316, 0.150820, 0.199183, 0.008847, 0.009708, 0.036018, 0.261406, 0.137826, 0.012375, 0.003080, 0.052593, 0.085363, 0.115800, 0.006867, 0.022165, 0.039568, 0.085874, 0.039911, 0.022209, 0.003165, 0.008083, 0.005917, 0.011889, 0.007433, 0.154574, 1.350844, 0.008131, 0.008136, 0.003915, 0.054573, 0.018218, 0.009798, 0.004032, 0.000000, 0.000000, 0.002830, 0.002452, 0.002692
